,B01001001 - error,B01001001 - count,B01001002 - error,B01001002 - count,B01001003 - error,B01001003 - count,B01001004 - error,B01001004 - count,B01001005 - error,B01001005 - count,B01001006 - error,B01001006 - count,B01001007 - error,B01001007 - count,B01001008 - error,B01001008 - count,B01001009 - error,B01001009 - count,B01001010 - error,B01001010 - count,B01001011 - error,B01001011 - count,B01001012 - error,B01001012 - count,B01001013 - error,B01001013 - count,B01001014 - error,B01001014 - count,B01001015 - error,B01001015 - count,B01001016 - error,B01001016 - count,B01001017 - error,B01001017 - count,B01001018 - error,B01001018 - count,B01001019 - error,B01001019 - count,B01001020 - error,B01001020 - count,B01001021 - error,B01001021 - count,B01001022 - error,B01001022 - count,B01001023 - error,B01001023 - count,B01001024 - error,B01001024 - count,B01001025 - error,B01001025 - count,B01001026 - error,B01001026 - count,B01001027 - error,B01001027 - count,B01001028 - error,B01001028 - count,B01001029 - error,B01001029 - count,B01001030 - error,B01001030 - count,B01001031 - error,B01001031 - count,B01001032 - error,B01001032 - count,B01001033 - error,B01001033 - count,B01001034 - error,B01001034 - count,B01001035 - error,B01001035 - count,B01001036 - error,B01001036 - count,B01001037 - error,B01001037 - count,B01001038 - error,B01001038 - count,B01001039 - error,B01001039 - count,B01001040 - error,B01001040 - count,B01001041 - error,B01001041 - count,B01001042 - error,B01001042 - count,B01001043 - error,B01001043 - count,B01001044 - error,B01001044 - count,B01001045 - error,B01001045 - count,B01001046 - error,B01001046 - count,B01001047 - error,B01001047 - count,B01001048 - error,B01001048 - count,B01001049 - error,B01001049 - count,B03002001 - error,B03002001 - count,B03002002 - error,B03002002 - count,B03002003 - error,B03002003 - count,B03002004 - error,B03002004 - count,B03002005 - error,B03002005 - count,B03002006 - error,B03002006 - count,B03002007 - error,B03002007 - count,B03002008 - error,B03002008 - count,B03002009 - error,B03002009 - count,B03002010 - error,B03002010 - count,B03002011 - error,B03002011 - count,B03002012 - error,B03002012 - count,B03002013 - error,B03002013 - count,B03002014 - error,B03002014 - count,B03002015 - error,B03002015 - count,B03002016 - error,B03002016 - count,B03002017 - error,B03002017 - count,B03002018 - error,B03002018 - count,B03002019 - error,B03002019 - count,B03002020 - error,B03002020 - count,B03002021 - error,B03002021 - count
170318059024,296.0,1012.0,197.0,428.0,11.0,0.0,41.0,33.0,37.0,30.0,28.0,16.0,11.0,0.0,11.0,0.0,59.0,40.0,28.0,18.0,71.0,49.0,22.0,14.0,15.0,7.0,28.0,31.0,46.0,57.0,66.0,66.0,14.0,9.0,11.0,0.0,11.0,0.0,11.0,0.0,26.0,21.0,11.0,0.0,28.0,23.0,11.0,0.0,15.0,14.0,158.0,584.0,19.0,11.0,17.0,10.0,34.0,35.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,18.0,12.0,22.0,13.0,11.0,0.0,40.0,39.0,76.0,83.0,42.0,51.0,14.0,6.0,11.0,0.0,16.0,9.0,37.0,22.0,19.0,31.0,34.0,31.0,49.0,60.0,43.0,46.0,81.0,125.0,296.0,1012.0,300.0,998.0,297.0,920.0,33.0,41.0,11.0,0.0,66.0,35.0,11.0,0.0,11.0,0.0,6.0,2.0,11.0,0.0,6.0,2.0,30.0,14.0,30.0,14.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0
170318086001,120.0,1193.0,82.0,568.0,19.0,43.0,17.0,44.0,25.0,36.0,24.0,36.0,24.0,22.0,11.0,0.0,11.0,7.0,15.0,17.0,23.0,28.0,9.0,7.0,18.0,35.0,22.0,48.0,17.0,37.0,15.0,28.0,35.0,72.0,12.0,11.0,17.0,23.0,14.0,21.0,11.0,12.0,4.0,3.0,14.0,15.0,10.0,12.0,12.0,11.0,77.0,625.0,30.0,55.0,19.0,50.0,18.0,44.0,19.0,34.0,12.0,13.0,3.0,1.0,11.0,0.0,23.0,23.0,7.0,5.0,12.0,14.0,18.0,34.0,16.0,26.0,22.0,53.0,16.0,33.0,33.0,66.0,13.0,20.0,15.0,19.0,13.0,17.0,33.0,42.0,20.0,22.0,13.0,16.0,13.0,14.0,16.0,24.0,120.0,1193.0,119.0,1141.0,122.0,1118.0,5.0,1.0,11.0,0.0,8.0,5.0,11.0,0.0,11.0,0.0,25.0,17.0,11.0,0.0,25.0,17.0,60.0,52.0,60.0,52.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0
170318086002,128.0,911.0,69.0,448.0,5.0,4.0,16.0,37.0,22.0,45.0,18.0,35.0,6.0,8.0,11.0,0.0,7.0,6.0,13.0,16.0,24.0,33.0,9.0,8.0,13.0,17.0,25.0,46.0,16.0,37.0,13.0,22.0,29.0,45.0,9.0,10.0,18.0,20.0,4.0,2.0,11.0,12.0,9.0,14.0,8.0,12.0,8.0,9.0,8.0,10.0,78.0,463.0,24.0,50.0,21.0,34.0,21.0,37.0,11.0,13.0,11.0,0.0,23.0,17.0,11.0,0.0,15.0,10.0,15.0,15.0,17.0,24.0,14.0,25.0,15.0,25.0,24.0,52.0,11.0,16.0,22.0,55.0,3.0,2.0,12.0,18.0,14.0,20.0,11.0,12.0,6.0,8.0,11.0,15.0,3.0,3.0,8.0,12.0,128.0,911.0,128.0,891.0,128.0,820.0,11.0,0.0,6.0,4.0,46.0,65.0,11.0,0.0,11.0,0.0,3.0,2.0,3.0,2.0,11.0,0.0,20.0,20.0,11.0,11.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,14.0,9.0,11.0,0.0,11.0,0.0,11.0,0.0
170318088001,178.0,1738.0,124.0,826.0,48.0,67.0,42.0,64.0,26.0,31.0,11.0,0.0,15.0,10.0,15.0,10.0,14.0,10.0,18.0,20.0,54.0,110.0,32.0,30.0,38.0,63.0,52.0,106.0,25.0,32.0,15.0,10.0,48.0,96.0,20.0,17.0,11.0,0.0,19.0,17.0,26.0,34.0,28.0,46.0,26.0,35.0,15.0,18.0,11.0,0.0,114.0,912.0,33.0,101.0,38.0,87.0,34.0,66.0,40.0,46.0,26.0,17.0,11.0,0.0,11.0,0.0,31.0,19.0,41.0,58.0,28.0,38.0,30.0,50.0,36.0,84.0,35.0,61.0,34.0,66.0,29.0,55.0,11.0,0.0,11.0,0.0,24.0,26.0,31.0,61.0,26.0,36.0,11.0,0.0,25.0,27.0,17.0,14.0,178.0,1738.0,178.0,1672.0,188.0,1472.0,58.0,70.0,11.0,0.0,74.0,112.0,11.0,0.0,11.0,0.0,15.0,18.0,11.0,0.0,15.0,18.0,57.0,66.0,57.0,66.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0
170318088002,212.0,1994.0,159.0,962.0,18.0,11.0,28.0,52.0,36.0,54.0,34.0,46.0,113.0,185.0,20.0,17.0,22.0,23.0,53.0,55.0,20.0,16.0,16.0,10.0,19.0,17.0,19.0,18.0,32.0,49.0,44.0,78.0,45.0,123.0,28.0,21.0,41.0,84.0,21.0,19.0,24.0,27.0,14.0,9.0,14.0,9.0,19.0,18.0,22.0,21.0,146.0,1032.0,28.0,29.0,24.0,26.0,39.0,82.0,24.0,31.0,92.0,186.0,21.0,15.0,31.0,21.0,17.0,15.0,17.0,13.0,21.0,19.0,18.0,15.0,20.0,23.0,42.0,81.0,43.0,69.0,51.0,134.0,37.0,65.0,19.0,17.0,29.0,44.0,24.0,29.0,36.0,26.0,18.0,17.0,20.0,17.0,40.0,58.0,212.0,1994.0,210.0,1913.0,215.0,1618.0,30.0,39.0,11.0,0.0,104.0,203.0,11.0,0.0,11.0,0.0,36.0,53.0,11.0,0.0,36.0,53.0,57.0,81.0,47.0,54.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,28.0,20.0,14.0,7.0,11.0,0.0,14.0,7.0
170318129002,184.0,1035.0,87.0,468.0,31.0,36.0,18.0,17.0,38.0,49.0,14.0,9.0,11.0,0.0,11.0,0.0,11.0,0.0,6.0,3.0,20.0,15.0,33.0,47.0,33.0,49.0,25.0,41.0,28.0,36.0,24.0,34.0,35.0,52.0,13.0,9.0,26.0,27.0,18.0,14.0,12.0,8.0,11.0,7.0,12.0,9.0,11.0,0.0,11.0,6.0,123.0,567.0,32.0,46.0,52.0,93.0,30.0,42.0,16.0,9.0,11.0,0.0,11.0,0.0,11.0,0.0,23.0,17.0,31.0,30.0,32.0,40.0,31.0,53.0,24.0,42.0,29.0,42.0,19.0,18.0,27.0,32.0,17.0,12.0,28.0,31.0,15.0,14.0,23.0,24.0,16.0,14.0,11.0,0.0,11.0,8.0,11.0,0.0,184.0,1035.0,191.0,988.0,150.0,749.0,88.0,119.0,11.0,0.0,86.0,74.0,11.0,0.0,11.0,0.0,41.0,46.0,11.0,0.0,41.0,46.0,39.0,47.0,35.0,36.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,18.0,11.0,11.0,0.0,18.0,11.0
170318129003,196.0,1192.0,105.0,578.0,20.0,19.0,38.0,59.0,22.0,18.0,46.0,75.0,14.0,10.0,14.0,9.0,11.0,0.0,24.0,26.0,18.0,16.0,28.0,37.0,43.0,45.0,24.0,29.0,11.0,0.0,39.0,87.0,25.0,33.0,13.0,9.0,24.0,34.0,21.0,18.0,18.0,25.0,11.0,0.0,19.0,18.0,18.0,11.0,11.0,0.0,118.0,614.0,31.0,40.0,17.0,22.0,35.0,55.0,25.0,32.0,11.0,0.0,13.0,9.0,11.0,0.0,11.0,0.0,11.0,7.0,37.0,51.0,24.0,30.0,48.0,68.0,43.0,43.0,50.0,91.0,28.0,37.0,30.0,33.0,21.0,20.0,26.0,45.0,16.0,14.0,13.0,8.0,11.0,0.0,11.0,0.0,14.0,9.0,196.0,1192.0,183.0,1037.0,114.0,777.0,125.0,146.0,11.0,0.0,27.0,39.0,11.0,0.0,11.0,0.0,58.0,75.0,11.0,0.0,58.0,75.0,121.0,155.0,100.0,120.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,7.0,35.0,28.0,35.0,28.0,11.0,0.0
170318129004,241.0,1356.0,125.0,629.0,20.0,18.0,37.0,51.0,37.0,88.0,23.0,25.0,40.0,33.0,11.0,0.0,11.0,0.0,18.0,17.0,20.0,16.0,13.0,8.0,27.0,42.0,21.0,19.0,34.0,66.0,49.0,72.0,23.0,27.0,33.0,20.0,38.0,61.0,20.0,22.0,16.0,14.0,3.0,1.0,11.0,0.0,39.0,26.0,5.0,3.0,160.0,727.0,24.0,27.0,38.0,60.0,29.0,51.0,49.0,82.0,15.0,10.0,15.0,10.0,11.0,0.0,11.0,0.0,9.0,5.0,13.0,8.0,23.0,38.0,29.0,49.0,64.0,114.0,39.0,44.0,54.0,70.0,11.0,0.0,35.0,38.0,11.0,0.0,16.0,14.0,12.0,8.0,28.0,19.0,14.0,11.0,59.0,69.0,241.0,1356.0,246.0,1299.0,211.0,1062.0,149.0,156.0,11.0,0.0,60.0,63.0,11.0,0.0,11.0,0.0,27.0,18.0,11.0,0.0,27.0,18.0,64.0,57.0,64.0,57.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0
170318130001,258.0,790.0,192.0,433.0,30.0,25.0,37.0,49.0,11.0,0.0,19.0,13.0,36.0,25.0,17.0,10.0,21.0,14.0,22.0,15.0,65.0,57.0,73.0,51.0,12.0,8.0,47.0,42.0,25.0,27.0,11.0,0.0,35.0,32.0,15.0,9.0,25.0,22.0,13.0,9.0,11.0,0.0,11.0,6.0,13.0,11.0,11.0,0.0,12.0,8.0,133.0,357.0,26.0,16.0,26.0,27.0,62.0,44.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,22.0,15.0,11.0,0.0,11.0,7.0,21.0,17.0,38.0,41.0,24.0,19.0,11.0,0.0,35.0,40.0,17.0,11.0,39.0,62.0,22.0,18.0,24.0,20.0,9.0,5.0,15.0,10.0,11.0,0.0,8.0,5.0,258.0,790.0,252.0,759.0,178.0,362.0,217.0,397.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,47.0,31.0,47.0,31.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0
170318130002,166.0,897.0,94.0,403.0,13.0,8.0,30.0,45.0,16.0,11.0,20.0,14.0,20.0,13.0,11.0,0.0,26.0,17.0,38.0,54.0,14.0,9.0,14.0,9.0,37.0,34.0,21.0,20.0,16.0,14.0,29.0,32.0,36.0,46.0,23.0,20.0,21.0,25.0,17.0,18.0,13.0,8.0,11.0,0.0,9.0,5.0,6.0,1.0,11.0,0.0,106.0,494.0,22.0,16.0,28.0,37.0,22.0,20.0,11.0,0.0,11.0,0.0,11.0,0.0,16.0,11.0,11.0,0.0,36.0,52.0,38.0,57.0,49.0,69.0,30.0,38.0,29.0,29.0,33.0,44.0,40.0,58.0,12.0,7.0,21.0,18.0,9.0,5.0,11.0,0.0,18.0,21.0,11.0,0.0,11.0,0.0,17.0,12.0,166.0,897.0,157.0,811.0,145.0,635.0,102.0,173.0,11.0,0.0,11.0,0.0,11.0,0.0,13.0,2.0,6.0,1.0,11.0,0.0,6.0,1.0,62.0,86.0,59.0,63.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,19.0,13.0,15.0,10.0,11.0,0.0,15.0,10.0
170318130003,211.0,770.0,120.0,345.0,15.0,9.0,47.0,57.0,46.0,32.0,16.0,11.0,16.0,10.0,19.0,11.0,11.0,0.0,15.0,9.0,15.0,10.0,31.0,20.0,45.0,48.0,18.0,16.0,25.0,23.0,15.0,9.0,21.0,20.0,30.0,37.0,11.0,0.0,20.0,18.0,11.0,0.0,8.0,5.0,11.0,0.0,11.0,0.0,11.0,0.0,112.0,425.0,36.0,36.0,22.0,30.0,27.0,23.0,46.0,32.0,27.0,27.0,18.0,12.0,23.0,15.0,20.0,13.0,25.0,25.0,44.0,39.0,20.0,18.0,25.0,28.0,17.0,20.0,18.0,11.0,31.0,37.0,17.0,10.0,22.0,14.0,12.0,11.0,11.0,0.0,24.0,24.0,11.0,0.0,11.0,0.0,11.0,0.0,211.0,770.0,216.0,684.0,218.0,618.0,37.0,34.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,34.0,32.0,11.0,0.0,34.0,32.0,88.0,86.0,72.0,66.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,21.0,20.0,11.0,0.0,21.0,20.0
170318131001,298.0,1080.0,174.0,505.0,12.0,7.0,68.0,75.0,50.0,51.0,36.0,32.0,11.0,0.0,11.0,0.0,11.0,0.0,13.0,9.0,80.0,71.0,50.0,48.0,37.0,36.0,11.0,0.0,52.0,49.0,29.0,27.0,11.0,0.0,64.0,42.0,23.0,14.0,26.0,25.0,11.0,7.0,12.0,7.0,8.0,5.0,11.0,0.0,11.0,0.0,183.0,575.0,20.0,18.0,51.0,45.0,84.0,57.0,11.0,0.0,29.0,20.0,11.0,0.0,11.0,0.0,17.0,10.0,79.0,70.0,53.0,66.0,27.0,27.0,54.0,78.0,45.0,51.0,27.0,18.0,21.0,22.0,11.0,0.0,15.0,10.0,11.0,0.0,27.0,37.0,22.0,26.0,11.0,0.0,20.0,13.0,12.0,7.0,298.0,1080.0,199.0,825.0,129.0,387.0,130.0,299.0,11.0,0.0,53.0,52.0,11.0,0.0,11.0,0.0,63.0,87.0,11.0,0.0,63.0,87.0,228.0,255.0,33.0,21.0,11.0,0.0,48.0,33.0,11.0,0.0,11.0,0.0,165.0,126.0,97.0,75.0,11.0,0.0,97.0,75.0
170318131003,259.0,661.0,130.0,365.0,17.0,16.0,31.0,27.0,35.0,33.0,11.0,0.0,28.0,19.0,11.0,0.0,13.0,7.0,26.0,18.0,18.0,12.0,80.0,69.0,15.0,18.0,11.0,0.0,28.0,29.0,30.0,46.0,26.0,25.0,25.0,17.0,19.0,15.0,11.0,0.0,11.0,0.0,12.0,7.0,11.0,0.0,11.0,0.0,12.0,7.0,154.0,296.0,20.0,18.0,77.0,56.0,14.0,8.0,14.0,8.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,17.0,11.0,11.0,7.0,65.0,71.0,11.0,0.0,22.0,22.0,31.0,36.0,12.0,8.0,29.0,28.0,12.0,7.0,11.0,0.0,11.0,0.0,11.0,0.0,14.0,9.0,12.0,7.0,11.0,0.0,259.0,661.0,260.0,638.0,119.0,391.0,239.0,240.0,11.0,0.0,12.0,7.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,35.0,23.0,18.0,12.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,17.0,11.0,11.0,0.0,17.0,11.0
170318131004,203.0,623.0,129.0,271.0,40.0,25.0,49.0,46.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,30.0,21.0,40.0,43.0,17.0,10.0,34.0,23.0,45.0,46.0,16.0,10.0,11.0,0.0,27.0,27.0,11.0,0.0,11.0,0.0,11.0,0.0,16.0,11.0,13.0,9.0,11.0,0.0,11.0,0.0,11.0,0.0,95.0,352.0,41.0,25.0,21.0,19.0,13.0,9.0,20.0,13.0,11.0,0.0,11.0,0.0,21.0,13.0,11.0,0.0,39.0,35.0,11.0,7.0,60.0,92.0,27.0,26.0,17.0,11.0,11.0,0.0,27.0,24.0,9.0,5.0,11.0,0.0,26.0,18.0,20.0,18.0,17.0,15.0,26.0,22.0,11.0,0.0,11.0,0.0,203.0,623.0,199.0,603.0,227.0,391.0,71.0,90.0,11.0,0.0,46.0,73.0,11.0,0.0,11.0,0.0,61.0,49.0,11.0,0.0,61.0,49.0,34.0,20.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,34.0,20.0,11.0,0.0,11.0,0.0,11.0,0.0
170318164013,483.0,1708.0,295.0,928.0,48.0,51.0,46.0,58.0,79.0,81.0,82.0,91.0,29.0,19.0,60.0,47.0,11.0,0.0,46.0,32.0,118.0,142.0,57.0,61.0,33.0,46.0,86.0,157.0,41.0,55.0,11.0,0.0,42.0,35.0,31.0,19.0,11.0,0.0,13.0,9.0,28.0,17.0,13.0,8.0,11.0,0.0,11.0,0.0,11.0,0.0,232.0,780.0,38.0,33.0,113.0,187.0,38.0,47.0,11.0,0.0,11.0,0.0,11.0,0.0,28.0,18.0,38.0,30.0,25.0,21.0,58.0,64.0,61.0,100.0,65.0,116.0,44.0,47.0,41.0,33.0,28.0,18.0,11.0,0.0,26.0,27.0,11.0,0.0,12.0,8.0,19.0,12.0,22.0,19.0,11.0,0.0,11.0,0.0,483.0,1708.0,256.0,352.0,127.0,192.0,224.0,160.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,461.0,1356.0,326.0,609.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,406.0,722.0,40.0,25.0,40.0,25.0,11.0,0.0
170318164021,544.0,1525.0,274.0,761.0,92.0,141.0,78.0,153.0,17.0,10.0,11.0,0.0,32.0,25.0,11.0,0.0,11.0,0.0,23.0,22.0,65.0,57.0,91.0,125.0,37.0,24.0,50.0,36.0,58.0,70.0,34.0,28.0,18.0,14.0,38.0,29.0,43.0,27.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,317.0,764.0,45.0,28.0,59.0,55.0,98.0,107.0,33.0,38.0,11.0,0.0,11.0,0.0,13.0,8.0,92.0,68.0,52.0,47.0,82.0,105.0,47.0,42.0,47.0,48.0,40.0,52.0,47.0,38.0,59.0,67.0,11.0,0.0,10.0,6.0,11.0,0.0,19.0,12.0,22.0,24.0,16.0,9.0,11.0,0.0,16.0,10.0,544.0,1525.0,115.0,190.0,115.0,190.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,542.0,1335.0,316.0,564.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,490.0,771.0,11.0,0.0,11.0,0.0,11.0,0.0
170318164022,454.0,1300.0,232.0,562.0,30.0,29.0,73.0,65.0,60.0,66.0,42.0,26.0,11.0,0.0,11.0,0.0,11.0,0.0,39.0,23.0,31.0,32.0,56.0,36.0,48.0,29.0,72.0,99.0,16.0,9.0,23.0,17.0,38.0,24.0,11.0,0.0,42.0,26.0,40.0,25.0,17.0,13.0,11.0,0.0,11.0,0.0,38.0,43.0,11.0,0.0,254.0,738.0,52.0,56.0,71.0,75.0,32.0,32.0,40.0,25.0,36.0,29.0,11.0,0.0,11.0,7.0,49.0,31.0,73.0,87.0,79.0,127.0,51.0,45.0,18.0,10.0,16.0,15.0,50.0,55.0,16.0,11.0,11.0,0.0,100.0,76.0,32.0,19.0,12.0,7.0,18.0,21.0,14.0,9.0,11.0,0.0,3.0,1.0,454.0,1300.0,124.0,210.0,124.0,209.0,3.0,1.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,450.0,1090.0,355.0,637.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,309.0,453.0,11.0,0.0,11.0,0.0,11.0,0.0
170318164023,417.0,868.0,274.0,440.0,46.0,39.0,35.0,28.0,63.0,68.0,46.0,55.0,31.0,27.0,11.0,6.0,42.0,36.0,18.0,7.0,11.0,0.0,95.0,71.0,19.0,16.0,43.0,32.0,27.0,27.0,22.0,21.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,17.0,7.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,176.0,428.0,17.0,10.0,40.0,25.0,25.0,23.0,50.0,50.0,28.0,33.0,11.0,0.0,11.0,0.0,34.0,29.0,23.0,19.0,36.0,30.0,42.0,38.0,39.0,46.0,27.0,30.0,19.0,12.0,11.0,0.0,11.0,0.0,33.0,20.0,11.0,0.0,11.0,0.0,23.0,20.0,16.0,10.0,38.0,23.0,16.0,10.0,417.0,868.0,341.0,351.0,341.0,324.0,27.0,27.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,270.0,517.0,199.0,347.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,193.0,170.0,11.0,0.0,11.0,0.0,11.0,0.0
170318164024,289.0,733.0,163.0,347.0,11.0,0.0,45.0,29.0,58.0,53.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,29.0,22.0,73.0,75.0,50.0,52.0,45.0,39.0,17.0,11.0,17.0,11.0,11.0,0.0,11.0,0.0,46.0,28.0,11.0,0.0,11.0,0.0,34.0,27.0,11.0,0.0,11.0,0.0,11.0,0.0,142.0,386.0,65.0,61.0,30.0,34.0,45.0,39.0,11.0,0.0,11.0,0.0,11.0,0.0,31.0,20.0,18.0,11.0,25.0,19.0,41.0,25.0,27.0,29.0,41.0,27.0,40.0,49.0,11.0,0.0,17.0,13.0,11.0,0.0,11.0,7.0,43.0,42.0,11.0,0.0,15.0,10.0,11.0,0.0,11.0,0.0,11.0,0.0,289.0,733.0,166.0,167.0,15.0,10.0,164.0,157.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,293.0,566.0,197.0,206.0,11.0,0.0,67.0,43.0,11.0,0.0,11.0,0.0,246.0,307.0,15.0,10.0,15.0,10.0,11.0,0.0
170318165001,477.0,1631.0,342.0,802.0,80.0,102.0,86.0,80.0,91.0,97.0,42.0,46.0,34.0,21.0,40.0,27.0,11.0,0.0,23.0,14.0,78.0,82.0,11.0,0.0,14.0,12.0,93.0,187.0,43.0,50.0,12.0,8.0,47.0,38.0,11.0,0.0,22.0,21.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,22.0,14.0,6.0,3.0,213.0,829.0,54.0,49.0,44.0,51.0,93.0,99.0,52.0,45.0,18.0,11.0,27.0,23.0,11.0,7.0,43.0,54.0,63.0,77.0,50.0,52.0,69.0,98.0,41.0,37.0,56.0,61.0,33.0,30.0,35.0,26.0,11.0,0.0,43.0,34.0,11.0,0.0,11.0,0.0,11.0,0.0,24.0,16.0,58.0,39.0,24.0,20.0,477.0,1631.0,122.0,224.0,108.0,175.0,61.0,46.0,11.0,0.0,7.0,3.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,459.0,1407.0,442.0,917.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,405.0,490.0,11.0,0.0,11.0,0.0,11.0,0.0
170318164012,217.0,458.0,139.0,250.0,11.0,0.0,11.0,0.0,14.0,9.0,30.0,19.0,15.0,8.0,11.0,0.0,11.0,0.0,14.0,10.0,44.0,37.0,3.0,1.0,40.0,50.0,32.0,41.0,11.0,0.0,11.0,0.0,17.0,11.0,14.0,9.0,11.0,0.0,12.0,8.0,11.0,0.0,14.0,9.0,31.0,28.0,15.0,10.0,11.0,0.0,107.0,208.0,22.0,19.0,11.0,0.0,14.0,9.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,22.0,21.0,22.0,20.0,11.0,0.0,23.0,21.0,19.0,12.0,11.0,0.0,16.0,10.0,11.0,0.0,11.0,0.0,14.0,12.0,14.0,9.0,32.0,27.0,32.0,28.0,14.0,9.0,17.0,11.0,217.0,458.0,68.0,93.0,54.0,81.0,11.0,0.0,11.0,0.0,19.0,12.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,202.0,365.0,141.0,153.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,151.0,212.0,11.0,0.0,11.0,0.0,11.0,0.0
170318197004,188.0,1132.0,102.0,474.0,11.0,0.0,20.0,19.0,42.0,61.0,22.0,30.0,10.0,6.0,11.0,0.0,11.0,0.0,12.0,13.0,16.0,10.0,31.0,35.0,21.0,14.0,33.0,43.0,41.0,67.0,30.0,52.0,59.0,50.0,15.0,10.0,11.0,0.0,11.0,7.0,12.0,8.0,16.0,14.0,18.0,15.0,11.0,7.0,14.0,13.0,122.0,658.0,63.0,101.0,24.0,33.0,43.0,104.0,37.0,51.0,16.0,15.0,11.0,0.0,11.0,0.0,11.0,0.0,16.0,10.0,33.0,36.0,16.0,11.0,29.0,37.0,41.0,86.0,32.0,56.0,7.0,5.0,11.0,0.0,12.0,7.0,11.0,0.0,23.0,28.0,8.0,5.0,81.0,53.0,12.0,7.0,14.0,13.0,188.0,1132.0,188.0,1098.0,199.0,1078.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,31.0,20.0,11.0,0.0,31.0,20.0,45.0,34.0,44.0,29.0,11.0,0.0,7.0,5.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0
